offset	cap	jp	ko
5248384	24	イベントコレクション	이벤트 컬렉션
5248408	24	武将編集	무장 편집
5248432	24	戦術キャンペーン	전술 캠페인
5248456	24	データ引き継ぎ	데이터 인계
5248640	63	"PlayStation BB Unit"にインストールします	"PlayStation BB Unit"에 설치합니다
5248856	16	全員登場	전원 등장
5248872	16	一部登場	일부 등장
5248888	16	登場せず	등장 없음
5248904	8	初級	초급
5248912	16	上級	상급
5248928	8	史実	사실
5248936	8	仮想	가상
5248952	8	短い	짧게
5248960	8	長い	길게
5248968	16	ステレオ	스테레오
5248984	16	モノラル	모노럴
5249000	8	ＯＮ	ＯＮ
5249008	8	ＯＦＦ	ＯＦＦ
5249016	16	登録武将	등록무장
5249032	8	難易度	난이도
5249040	8	モード	모드
5249048	8	文字	문자
5249056	8	ＢＧＭ	ＢＧＭ
5249064	8	振動	진동
5249072	16	操作説明	조작 설명
5249088	8	決定	결정
5249096	8	中止	중지
5249104	16	登録武将は	등록무장은
5249120	32	ゲームの難易度は	게임 난이도는
5249152	32	武将の性格や相性、人脈は	무장의 성격, 상성, 인맥은
5249184	24	メッセージの表示時間は	메시지 표시 시간은
5249208	16	ＢＧＭの再生は	ＢＧＭ 재생은
5249224	24	振動機能は	진동 기능은
5249248	32	操作説明の表示は	조작 설명 표시는
5249280	32	以下はゲーム中でも変更可能	아래는 게임 중에도 변경 가능
5249360	96	三國志Ⅷのアイテム・イベントコレクション\nゲームクリア履歴のデータを読み込みますか？	삼국지8의 아이템・이벤트 컬렉션\n게임 클리어 이력 데이터를 읽어들이겠습니까?
5249456	96	データを読み込みました\n引き継ぎ先のメモリーカード(PS2)を\nスロット１に用意してください	데이터를 읽어들였습니다\n인계할 메모리카드(PS2)를\n슬롯 1에 준비해 주십시오
5249552	48	三國志Ⅷの新武将データを読み込みますか？	삼국지 8의 신무장 데이터를 읽어들이겠습니까?
5249968	48	黄巾の乱と揺らぐ漢朝\n        184年～188年	황건의 난과 위기의 한조\n        184년~188년
5250016	48	姦臣董卓と群雄割拠\n        189年～192年	간신 동탁과 군웅할거\n        189년~192년
5250064	32	曹操と呂布\n        193年～198年	조조와 여포\n        193년~198년
5250096	48	官渡の戦いと華北の統一\n        199年～206年	관도대전과 화북 통일\n        199년~206년
5250144	48	赤壁の戦いと劉備の飛躍\n        207年～213年	적벽대전과 유비의 비약\n        207년~213년
5250192	48	漢中荊州攻防戦\n        214年～219年	한중 형주 공방전\n        214년~219년
5250240	48	劉備の死と南征\n        220年～226年	유비의 죽음과 남정\n        220년~226년
5250288	48	諸葛亮の北伐\n        227年～234年	제갈량의 북벌\n        227년~234년
5250336	32	蜀その後\n        241年～264年	그 후의 촉\n        241년~264년
5250368	32	英雄集結\n               271年	영웅 집결\n               271년
5250616	8	武力	무력
5250624	8	知力	지력
5250632	8	政治	정치
5250640	8	魅力	매력
5250648	8	変更	변경
5250656	8	決定	결정
5250664	8	中止	중지
5250672	16	ボーナス	보너스
5250688	16	能力設定	능력 설정
5251224	16	前の時代	이전 시대
5251240	16	次の時代	다음 시대
5251256	16	%3d年%2d月	%3d년 %2d월
5251272	8	担当	담당
5251280	8	初期	초기
5251288	16	曹操挙兵	조조 거병
5251304	16	官渡の戦い	관도대전
5251320	16	赤壁の戦い	적벽대전
5251336	16	荊州攻防戦	형주 공방전
5251352	24	第一次北伐	제1차 북벌
5251376	16	桃園の誓い	도원결의
5251392	16	夷陵前哨戦	이릉 전초전
5251408	16	小覇王出陣	소패왕 출진
5251424	16	反董卓連合	반동탁연합
5251440	16	州攻防戦	주 공방전
5251456	16	渭水復讐戦	위수 복수전
5251472	16	夷陵の戦い	이릉대전
5251488	16	南蛮制圧	남만 제압
5251624	16	武将選択	무장 선택
5251640	16	新勢力作成	새 세력 생성
5251656	16	武将配置	무장 배치
5251672	8	決定	결정
5251680	16	中止	중지
5251784	8	新勢力	신세력
5251792	16	初期	초기
5251832	8	君主	군주
5251840	8	本拠	본거
5251848	8	一般	일반
5251856	8	状態	상태
5251864	8	削除	삭제
5251872	8	決定	결정
5251880	16	中止	중지
5251896	8	頭領	두령
5251904	16	同志	동지
5251920	48	勢力が変更されています\nよろしいですか?	세력이 변경되었습니다\n진행하시겠습니까?
5251968	48	この勢力を削除して\n戻ってもよろしいですか?	이 세력을 삭제하고\n돌아가시겠습니까?
5252016	64	現在の都市は中立ではありません。\n都市を変更してよろしいですか？	현재 도시는 중립이 아닙니다.\n도시를 변경하시겠습니까?
5252176	8	決定	결정
5252184	8	中止	중지
5252216	8	身分	신분
5252224	8	史実	사실
5252232	8	勢力	세력
5252240	8	放浪軍	방랑군
5252248	8	都市	도시
5252256	8	登録	등록
5252264	8	選択中	선택중
5252272	8	君主	군주
5252280	8	都督	도독
5252288	8	太守	태수
5252296	8	軍師	군사
5252304	8	一般	일반
5252312	8	頭領	두령
5252320	8	同志	동지
5252328	8	在野	재야
5252336	48	変更を破棄してもよろしいですか？	변경을 파기하겠습니까?
5252472	16	曹操と魏	조조와 위
5252488	16	劉備と蜀	유비와 촉
5252504	16	孫家と呉	손가와 오
5252520	24	名合戦集	명전투 모음
5252648	8	決定	결정
5252656	8	中止	중지
5252664	8	勢力	세력
5252672	8	所在	소재
5252680	8	身分	신분
5252688	8	武力	무력
5252696	8	知力	지력
5252704	8	政治	정치
5252712	8	魅力	매력
5252944	16	%d%d.？？？？？	%d%d.?????
5252968	8	収集	수집
5252992	24	イベントコレクション	이벤트 컬렉션
5253128	8	名馬	명마
5253136	8	武具	무구
5253144	8	地図	지도
5253152	8	医書	의서
5253160	8	奇書	기서
5253168	8	兵書	병서
5253176	8	経書	경서
5253184	8	史書	사서
5253192	8	論文	논문
5253200	8	玉璽	옥새
5253208	8	宝物	보물
5253216	8	装飾	장식
5253232	8	収集	수집
5253248	24	アイテムコレクション	아이템 컬렉션
5253424	16	%d%d.？？？？？	%d%d.?????
5253440	16	？？？？？	?????
5253544	8	配置	배치
5253552	8	初期	초기
5253560	16	在野配置	재야 배치
5253576	16	一般配置	일반 배치
5253592	16	同志配置	동지 배치
5253608	16	配置解除	배치 해제
5253624	8	決定	결정
5253632	8	中止	중지
5253664	32	在野として配置された武将	재야로 배치된 무장
5253696	16	人	인
5253712	32	一般として配置された武将	일반으로 배치된 무장
5253744	32	同志として配置された武将	동지로 배치된 무장
5253776	16	配置可能な武将	배치 가능 무장
5253792	16	未配置の武将	미배치 무장
5253824	48	データを変更しても\nよろしいですか?	데이터를 변경해도\n괜찮으시겠습니까?
5253872	64	データは変更されませんが\nよろしいですか?	데이터는 변경되지 않습니다만\n괜찮으시겠습니까?
5254024	16	新勢力１	신세력1
5254040	16	新勢力２	신세력2
5254056	16	新勢力３	신세력3
5254072	16	新勢力４	신세력4
5254088	16	新勢力５	신세력5
5254104	16	新勢力６	신세력6
5254120	16	新勢力７	신세력7
5254136	16	新勢力８	신세력8
5254152	8	決定	결정
5254160	16	中止	중지
5254200	8	本拠	본거
5254208	8	武将	무장
5254232	24	放浪軍	방랑군
5254256	56	データが変更されています\n破棄してもよろしいですか?	데이터가 변경되었습니다\n파기해도 괜찮으시겠습니까?
5254424	16	全員登場	전원 등장
5254440	16	一部登場	일부 등장
5254456	16	登場せず	등장 없음
5254472	8	初級	초급
5254480	16	上級	상급
5254496	8	史実	사실
5254504	8	仮想	가상
5254520	8	速い	빠름
5254528	8	遅い	느림
5254536	16	ステレオ	스테레오
5254552	16	モノラル	모노럴
5254568	8	 ＯＮ	 ＯＮ
5254576	8	ＯＦＦ	ＯＦＦ
5254584	8	決定	결정
5254592	8	中止	중지
5254600	16	シナリオ	시나리오
5254616	16	%3d年%2d月	%3d년 %2d월
5254632	16	担当武将	담당무장
5254648	16	登録武将	등록무장
5254664	8	 難易度	 난이도
5254672	16	 モード	 모드
5254872	24	インストール	설치
5254896	32	アンインストール	설치 해제
5254992	64	全史実武将のデータを初期化します\nよろしいですか？	모든 사실무장 데이터를 초기화합니다\n진행하시겠습니까?
5255160	16	武将編集	무장 편집
5255176	16	全初期化	전체 초기화
5255192	16	保存する	저장
5255232	32	武将のデータを編集します	무장 데이터를 편집합니다
5255264	48	全史実武将に対する編集を取り消し、初期化します	모든 사실무장의 편집을 취소하고 초기화합니다
5255312	56	編集したデータをメモリーカード(PS2)に保存します	편집한 데이터를 메모리 카드(PS2)에 저장합니다
5255368	8	登録	등록
5255432	8	内面	내면
5255440	8	能力	능력
5255448	8	スキル	스킬
5255456	8	初期値	초기값
5255464	8	決定	결정
5255472	16	中止	중지
5255520	64	編集を取り消して\n武将の能力を初期化します\nよろしいですか？	편집을 취소하고\n무장의 능력을 초기화합니다\n진행하시겠습니까?
5255608	16	武将編集	무장 편집
5255624	8	男性	남성
5255632	8	女性	여성
5255664	8	姓	성
5255672	8	名	명
5255680	8	字	자
5255688	8	ルビ	읽기
5255696	8	 性別	 성별
5255704	8	 生年	 생년
5255712	8	 寿命	 수명
5255720	8	 有名	 유명
5255728	8	タイプ	타입
5255736	8	武力	무력
5255744	8	知力	지력
5255752	8	政治	정치
5255760	8	魅力	매력
5255768	8	特技	특기
5255776	8	相性	상성
5255784	8	義理	의리
5255792	8	野望	야망
5255800	8	冷静	냉정
5255808	8	勇猛	용맹
5255816	8	戦法	전법
5255824	8	初	초
5255832	8	弐	이
5255840	8	参	삼
5255848	8	四	사
5255856	8	五	오
5255864	8	極	극
5255872	64	内容が変更されています\n変更を確定しますが\nよろしいですか？	내용이 변경되었습니다\n변경을 확정합니다만\n괜찮으시겠습니까?
5255936	64	内容が変更されています\n変更を破棄しますが\nよろしいですか？	내용이 변경되었습니다\n변경을 파기합니다\n괜찮으시겠습니까?
5256000	32	編集内容を確定します	편집 내용을 확정합니다
5256032	32	編集を中止します	편집을 중지합니다
5256088	8	武力	무력
5256096	8	知力	지력
5256104	8	政治	정치
5256112	8	魅力	매력
5256120	8	将軍	장군
5256128	8	軍師	군사
5256136	8	万能	만능
5256144	16	平凡	평범
5256248	8	寿命	수명
5256256	8	有名	유명
5256264	8	相性	상성
5256272	8	義理	의리
5256280	8	野望	야망
5256288	8	冷静	냉정
5256296	8	勇猛	용맹
5256304	8	タイプ	타입
5256312	16	得意分野	특기 분야
5256328	8	武力	무력
5256336	8	知力	지력
5256344	8	政治	정치
5256352	8	魅力	매력
5256360	8	将軍	장군
5256368	8	軍師	군사
5256376	8	万能	만능
5256384	8	平凡	평범
5256392	8	打撃	타격
5256400	8	射撃	사격
5256408	8	奇襲	기습
5256416	8	計略	계략
5256424	8	決定	결정
5256432	8	中止	중지
5256440	16	内面設定	내면 설정
5257448	16	担当武将	담당무장
5257464	16	環境設定	환경 설정
5257480	8	開戦	개전
5257488	8	戻る	뒤로
5257496	16	%d年%2d月 %s	%d년 %2d월 %s
5257512	8	済	제
5257520	16	未	미
5257664	32	主人公にする武将の選択	주인공으로 할 무장 선택
5257856	48	曹操、隴を望んで\n西へと軍を進める	조조, 농을 바라보며\n서쪽으로 진군한다
5257904	48	諸葛亮、先帝の遺を\n継ぎ北伐を決意す	제갈량, 선제의 유지를\n이어 북벌을 결의한다
5257952	32	陸遜、謀を以て\n荊州を得んとする	육손, 계책으로\n형주를 노린다
5257984	48	軍神舞い降りて\n名高き合戦、今蘇る	군신이 강림하여\n이름난 전투가 되살아난다
5258128	16	陽平関の戦い	양평관 전투
5258144	16	定軍山の戦い	정군산 전투
5258160	16	葭萌関の戦い	가맹관 전투
5258176	16	漢水の戦い	한수 전투
5258192	16	剣閣の戦い	검각 전투
5258208	16	長安の戦い	장안 전투
5258224	16	天蕩山の戦い	천탕산 전투
5258240	16	成都の戦い	성도 전투
5258256	16	鳳鳴山の戦い	봉명산 전투
5258272	16	天水の戦い	천수 전투
5258288	16	祁山の戦い	기산 전투
5258304	16	漢中退却戦	한중 퇴각전
5258320	16	街亭の戦い	가정 전투
5258336	16	五丈原の戦い	오장원대전
5258352	16	荊州電撃戦	형주 전격전
5258368	16	上庸の戦い	상용 전투
5258384	16	麦城の戦い	맥성 전투
5258400	16	西陵の戦い	서릉 전투
5258416	16	夷陵の戦い	이릉대전
5258432	16	江陵の戦い	강릉 전투
5258448	16	白帝城の戦い	백제성 전투
5258464	16	樊城の戦い	번성 전투
5258480	16	虎牢関の戦い	호뢰관 전투
5258496	16	官渡の戦い	관도대전
5258512	16	長坂の戦い	장판 전투
5258528	16	赤壁の戦い	적벽대전
5258544	16	合肥の戦い	합비 전투
5258560	8	武力	무력
5258568	8	知力	지력
5258576	8	政治	정치
5258584	8	魅力	매력
5258624	8	？	?
5258872	16	置・除	배치, 해제
5258888	8	決定	결정
5258896	8	中止	중지
5258904	16	%sの戦い	%s 전투
5259800	8	番号	번호
5259808	8	部隊	부대
5259816	8	所属	소속
5259824	8	体力	체력
5259832	8	兵士	병사
5259840	8	負傷	부상
5259848	8	兵科	병과
5259856	8	士気	사기
5259864	8	状態	상태
5259872	8	戦法Ｐ	전법P
5259880	8	ﾙﾋﾞ	읽기
5259888	8	役	역할
5259896	8	勢力	세력
5259904	8	軍団	군단
5259912	8	所在	소재
5259920	8	兵器	병기
5259928	8	行動	행동
5259936	8	場所	장소
5259944	8	武力	무력
5259952	8	知力	지력
5259960	8	政治	정치
5259968	8	魅力	매력
5259976	8	健康	건강
5259984	8	戦功	전공
5259992	8	突撃	돌격
5260000	8	乱撃	난격
5260008	8	撹乱	교란
5260016	8	奇襲	기습
5260024	8	槍衾	창벽
5260032	8	車懸	차현
5260040	8	火矢	화시
5260048	8	斉射	제사
5260056	8	乱射	난사
5260064	8	矢嵐	화살비
5260072	8	激流	격류
5260080	8	烈火	열화
5260088	8	落石	낙석
5260096	8	妖術	요술
5260104	8	攻城	공성
5260112	8	地形	지형
5260120	8	内通	내통
5260128	8	埋伏	매복
5260136	8	猛者	맹자
5260144	8	智嚢	지낭
5260152	8	治略	치략
5260160	8	人徳	인덕
5260168	8	耕作	경작
5260176	8	商才	상재
5260184	8	築城	축성
5260192	8	警備	경비
5260200	8	発明	발명
5260208	8	威風	위풍
5260216	8	天文	천문
5260224	8	医術	의술
5260232	8	弁舌	변설
5260240	8	反計	반계
5260248	8	挑発	도발
5260256	8	混乱	혼란
5260264	8	虚報	허보
5260272	8	歩兵	보병
5260280	8	騎兵	기병
5260288	8	弩兵	노병
5260296	8	水軍	수군
5260304	8	偵察	정찰
5260312	8	？？	??
5260320	16	武力経験	무력경험
5260336	16	知力経験	지력경험
5260352	16	政治経験	정치경험
5260368	16	魅力経験	매력경험
5260384	8	攻撃力	공격력
5260392	8	防御力	방어력
5260400	8	字	자
5260408	8	委任	위임
5260416	8	指示	지시
5260424	8	身分	신분
5260432	8	軽歩	경보병
5260440	8	重歩	중보병
5260448	8	蛮兵	만병
5260456	8	軽騎	경기병
5260464	8	重騎	중기병
5260472	8	山騎	산기
5260480	8	連弩	연노
5260488	8	象兵	상병
5260496	8	井闌	정란
5260504	8	投石	투석
5260512	8	衝車	충차
5260520	8	蒙衝	몽충
5260528	8	楼船	누선
5260536	8	城兵	성병
5260544	8	正常	정상
5260552	8	足止	저지
5260560	8	恐慌	공황
5260568	8	一般	일반
5260576	8	総大将	총대장
5260584	8	参軍	참군
5260592	8	未到着	미도착
5260600	8	待機	대기
5260608	24	戦線離脱	전선 이탈
5260632	8	委任中	위임중
5260640	8	指示中	지시중
5260648	8	砦守備	채 수비
5260656	8	城守備	성 수비
5260664	16	拠点攻撃	거점 공격
5260680	16	拠点守備	거점 수비
5260696	8	砦攻撃	채 공격
5260704	8	城攻撃	성 공격
5260712	9	移動	이동
5261272	8	守城	수성
5261280	8	野戦	야전
5262120	8	城	성
5262128	16	攻撃拠点	공격 거점
5262200	8	部隊	부대
5262208	8	特技	특기
5262216	8	戦法	전법
5262224	8	列伝	열전
5262232	8	ｱｲﾃﾑ	아이템
5262240	16	部隊情報	부대 정보
5262304	8	行動	행동
5262312	8	勢力	세력
5262320	8	所在	소재
5262328	8	健康	건강
5262336	8	体力	체력
5262344	8	能力	능력
5262352	8	武力	무력
5262360	8	知力	지력
5262368	8	政治	정치
5262376	8	魅力	매력
5262384	8	経験	경험
5262392	8	兵科	병과
5262400	8	兵器	병기
5262408	8	士気	사기
5262416	8	戦法Ｐ	전법P
5262424	8	兵士	병사
5262432	8	負傷	부상
5262440	8	戦功	전공
5262448	8	委任	위임
5262456	8	指示	지시
5262464	8	状態	상태
5262472	8	地形	지형
5262896	16	入城しますか？	입성하겠습니까?
5262912	16	出城しますか？	출성하겠습니까?
5262928	16	戦術情報	전술 정보
5262944	16	自軍部隊	자군 부대
5262960	8	全体	전체
5262968	8	策略	책략
5262976	8	部隊	부대
5262984	16	情報一覧	정보 일람
5263000	16	環境設定	환경 설정
5263016	16	ゲーム終了	게임 종료
5263072	16	対象部隊を選択	대상 부대 선택
5263320	8	設定	설정
5263328	16	対象部隊を選択	대상 부대 선택
5263376	32	退却先となる都市を選択	퇴각할 도시를 선택
5263480	16	攻撃側正規軍	공격측 정규군
5263496	16	守備側正規軍	수비측 정규군
5263512	16	攻撃側援軍	공격측 원군
5263528	16	守備側援軍	수비측 원군
5263544	8	連合軍	연합군
5263632	56	士気の低下により\n兵士が脱走している部隊が\nいるようです	사기 저하로 인해\n병사가 탈주하는 부대가\n있는 듯합니다
5263840	16	　	
5263856	24	%s%s%s　武%3d　体%3d	%s%s%s 무%3d 체%3d
5264104	8	雨	비
5264112	8	豪雨	호우
5264128	16	進言	진언
5264144	24	進言させる武将を選択	진언할 무장 선택
5264168	8	設定	설정
5264616	8	通常	통상
5264624	16	迎撃	요격
5264888	8	番号	번호
5264896	8	策略	책략
5264904	8	効果	효과
5264912	8	適用	적용
5264920	8	回数	횟수
5264928	8	説明	설명
5264936	8	特技	특기
5264944	8	軍議Ｐ	군의P
5264952	8	崩壁	붕벽
5264960	8	地穴	지혈
5264968	8	偽報	위보
5264976	8	扇動	선동
5264984	8	徴兵	징병
5264992	8	堅牢	견뢰
5265000	8	同討	동토
5265008	8	抜道	샛길
5265016	8	連環	연환
5265024	8	鼓舞	고무
5265032	8	風変	풍변
5265040	8	天変	천변
5265048	8	幻術	환술
5265056	8	落雷	낙뢰
5265064	16	城防御低下	성방어 저하
5265080	16	攻撃力上昇	공격력 상승
5265096	16	士気低下	사기 저하
5265112	16	士気低下等	사기 저하 등
5265128	16	城兵数増加	성병수 증가
5265144	16	防御力強化	방어력 강화
5265160	16	敵兵数減少	적병수 감소
5265176	16	砦部隊帰城	채부대 귀성
5265192	16	水上足止	수상 저지
5265208	16	士気上昇	사기 상승
5265224	16	風向変化	풍향 변화
5265240	16	天候変化	날씨 변화
5265256	8	敵混乱	적혼란
5265264	16	部隊攻撃	부대 공격
5265280	8	城	성
5265288	8	敵軍	적군
5265296	8	自軍	아군
5265304	8	天候	날씨
5265312	16	全軍	전군
5265376	16	・	・
5265616	24	所持していたアイテム	소지했던 아이템
5265648	80	戦功第一 %s%s 戦功 %*s\n戦功第二 %s%s 戦功 %*s\n戦功第三 %s%s 戦功 %*s	전공 제1 %s%s 전공 %*s\n전공 제2 %s%s 전공 %*s\n전공 제3 %s%s 전공 %*s
5265816	8	番号	번호
5265824	8	地形	지형
5265832	8	出陣	출진
5265840	8	優先度	우선도
5265848	8	無効	무효
5265856	8	街道	가도
5265864	8	平地	평지
5265872	8	荒地	황야
5265880	8	草地	초지
5265888	8	森林	삼림
5265896	8	湿地	습지
5265904	8	山	산
5265912	8	高山	고산
5265920	8	断崖	단애
5265928	8	浅瀬	여울
5265936	8	川	천
5265944	8	湖	호
5265952	8	城	성
5265960	8	砦	채
5266032	16	攻撃拠点	공격 거점
5266048	16	拠点	거점
5266248	8	通常	통상
5266256	8	強行	강행
5266264	8	攻撃	공격
5266272	16	射撃	사격
5266344	16	委任解除	위임 해제
5268256	8	番号	번호
5268264	8	名前	이름
5268272	8	火罠	불덫
5268280	8	水罠	물덫
5268288	8	岩罠	돌덫
5268296	8	穴罠	굴덫
5268304	16	毒罠	독덫
5268464	16	攻撃側正規軍	공격측 정규군
5268480	16	攻撃側増援軍	공격측 증원군
5268496	16	攻撃側応援軍	공격측 응원군
5268512	16	守備側正規軍	수비측 정규군
5268528	16	守備側増援軍	수비측 증원군
5268544	16	守備側応援軍	수비측 응원군
5268560	8	速攻	속공
5268568	8	通常	통상
5268576	8	罠探	덫탐지
5268584	8	出撃	출격
5268592	8	迎撃	요격
5268600	8	籠城	농성
5268608	8	疾風	질풍
5268616	8	堅陣	견진
5268624	8	遠射	원사
5268632	8	索敵	색적
5268640	8	教唆	교사
5268648	8	妙計	묘계
5268656	8	竜船	용선
5268664	8	罠壊	덫파괴
5268672	8	堅壁	견벽
5268680	8	白狼山	백랑산
5268688	8	易京	역경
5268696	8	白馬	백마
5268704	8	官渡	관도
5268712	8	壺関	호관
5268720	8	定陶山	정도산
5268728	8	虎牢関	호뢰관
5268736	8	函谷関	함곡관
5268744	8	潼関	동관
5268752	8	街亭	가정
5268760	8	武関	무관
5268768	8	陳倉	진창
5268776	8	祁山	기산
5268784	8	狄道	적도
5268792	8	合肥	합비
5268800	8	濡須	유수
5268808	8	赤壁	적벽
5268816	8	博望坡	박망파
5268824	8	西塞山	서새산
5268832	8	夷陵	이릉
5268840	8	陽平関	양평관
5268848	8	剣閣	검각
5268856	8	綿竹関	면죽관
5268864	8	晴	맑음
5268872	8	曇	흐림
5268880	8	雨	비
5268888	8	豪雨	호우
5268896	8	雪	눈
5268912	8	←	←
5268944	8	→	→
5268968	8	無	없음
5269080	16	自軍部隊	자군 부대
5269096	8	全体	전체
5269104	8	策略	책략
5269112	8	部隊	부대
5269120	16	情報一覧	정보 일람
5269136	16	環境設定	환경 설정
5269152	16	ゲーム終了	게임 종료
5269184	64	総大将・%s%s%sが\n戦線から離脱したため\n動揺が広がっています	총대장 %s%s%s의\n전선 이탈로\n동요가 퍼지고 있습니다
5269376	16	戦法	전법
5269392	32	実行する戦法を選択	실행할 전법 선택
5269480	8	戦力	전력
5269488	8	所属	소속
5269496	8	状態	상태
5269504	8	武将	무장
5269512	8	特技１	특기1
5269520	8	特技２	특기2
5269528	8	特技３	특기3
5269536	8	特技４	특기4
5269544	8	戦法１	전법1
5269552	8	戦法２	전법2
5269560	8	戦法３	전법3
5269568	8	戦法４	전법4
5269576	24	部隊選択	부대 선택
5269656	16	部隊一覧	부대 목록
5269672	24	委任設定	위임 설정
5269752	8	説明	설명
5269760	16	策略選択	책략 선택
5269848	8	設定	설정
5269856	16	策略一覧	책략 목록
5269960	8	策略	책략
5269968	8	移動	이동
5269976	8	攻撃	공격
5269984	8	城攻	공성
5269992	8	計戦	계략
5270000	8	計略	계략
5270008	8	組立	조립
5270016	8	解体	해체
5270024	8	入城	입성
5270032	8	出城	출성
5270040	8	退却	퇴각
5270048	8	委任	위임
5270056	24	待機	대기
5270184	8	通常	통상
5270192	8	一騎	일기
5270200	8	射撃	사격
5270208	16	戦法	전법
5270224	16	攻撃	공격
5270296	8	通常	통상
5270304	8	射撃	사격
5270312	8	攻城	공성
5270320	16	城兵	성병
5270336	16	城攻	공성
5270408	8	寝返	배반
5270416	8	埋伏	매복
5270424	8	挑発	도발
5270432	8	混乱	혼란
5270440	8	大喝	호통
5270448	8	沈静	진정
5270456	8	消火	소화
5270464	16	治癒	치유
5270480	16	計略	계략
5270592	8	←	←
5270624	8	→	→
5270648	16	無風	무풍
5270664	8	風変	풍변
5270776	8	晴	맑음
5270784	8	曇	흐림
5270792	8	雨	비
5270800	8	豪雨	호우
5270808	8	雪	눈
5270816	16	天変	천변
5270952	8	戦況	전황
5270960	8	戦術	전술
5270968	8	罠	함정
5270976	8	策略	책략
5270984	8	進言	진언
5270992	16	開戦	개전
5271096	8	敵指揮	적지휘
5271104	8	自援軍	아원군
5271112	8	敵援軍	적원군
5271120	8	戦場	전장
5271128	8	番号	번호
5271136	8	戦術	전술
5271144	8	説明	설명
5271152	16	必要特技	필요 특기
5271208	8	・	・
5271336	8	説明	설명
5271344	8	特技	특기
5271352	16	戦術選択	전술 선택
5271536	16	%sの戦い	%s 전투
5271552	8	%s側%s	%s측%s
5271560	8	｜%s軍	｜%s군
5271928	8	委任	위임
5271984	8	体力	체력
5271992	8	兵士	병사
5272000	8	士気	사기
5272008	8	状態	상태
5272016	8	解除	해제
5272024	8	最大	최대
5272032	8	決定	결정
5272208	8	兵士	병사
5272216	8	武力	무력
5272224	8	知力	지력
5272232	8	士気	사기
5272240	8	体力	체력
5272248	8	戦法Ｐ	전법P
5272256	16	自軍部隊	자군 부대
5272272	8	策略	책략
5272280	8	部隊	부대
5272288	16	全体	전체
5272360	16	攻撃拠点	공격 거점
5272376	8	城(%d)	성(%d)
5272384	16	関(%d)	관(%d)
5272544	16	全体情報	전체 정보
5272560	8	攻撃側	공격측
5272568	8	守備側	수비측
5272576	8	勢力	세력
5272584	8	総大将	총대장
5272592	8	参軍	참군
5272600	8	兵士	병사
5272608	8	兵糧	병량
5272616	8	部隊	부대
5272624	8	援軍	원군
5272632	16	%sの戦い	%s 전투
5272648	16	残%2dターン	남은 %2d턴
5272864	16	%3d年%2d月	%3d년 %2d월
5272968	16	操作	조작
5273032	8	頁切替	쪽전환
5273512	8	就任	취임
5273520	8	説明	설명
5273528	24	官爵選択	관작 선택
5273608	16	官爵一覧	관작 목록
5273672	8	軍団	군단
5273680	8	都市	도시
5273688	8	武将	무장
5273696	8	兵科	병과
5273704	8	兵器	병기
5273712	16	勢力情報	세력 정보
5273776	8	官爵	관작
5273784	8	国号	국호
5273792	8	本拠	본거
5273800	8	擁立	옹립
5273808	8	技術Lv	기술Lv
5273816	8	友好	우호
5273824	8	金	금
5273832	8	兵糧	병량
5273840	8	兵士	병사
5273848	8	人口	인구
5273856	16	盟主勢力	맹주세력
5273872	16	標的勢力	표적세력
5273888	16	加盟勢力	가맹세력
5273904	16	連合残月	연합잔월
5273920	16	同盟残月	동맹잔월
5273976	8	内政	내정
5273984	8	状態	상태
5273992	8	武将	무장
5274000	16	都市情報	도시 정보
5274064	8	州	주
5274072	8	勢力	세력
5274080	8	軍団	군단
5274088	8	太守	태수
5274096	8	軍師	군사
5274104	8	在野	재야
5274112	8	金	금
5274120	8	兵糧	병량
5274128	8	兵士	병사
5274136	8	人口	인구
5274144	8	規模	규모
5274152	8	開発	개발
5274160	8	商業	상업
5274168	8	技術	기술
5274176	8	防御	방어
5274184	8	治安	치안
5274192	8	民心	민심
5274200	8	農村	농촌
5274208	8	市場	시장
5274216	8	工房	공방
5274224	8	城門	성문
5274232	8	屯所	둔소
5274240	8	兵舎	병영
5274248	8	方針	방침
5274256	8	収入	수입
5274264	8	支出	지출
5274272	8	収支	수지
5274280	8	商人	상인
5274288	8	災害	재해
5274296	8	放浪軍	방랑군
5274304	8	対象	대상
5274312	8	残月	남은달
5274408	8	都市	도시
5274416	8	武将	무장
5274424	16	軍団情報	군단 정보
5274480	8	勢力	세력
5274488	8	都督	도독
5274496	8	軍師	군사
5274504	8	本拠	본거
5274512	8	金	금
5274520	8	兵糧	병량
5274528	8	兵士	병사
5274536	8	人口	인구
5274544	8	方針	방침
5274552	8	対象	대상
5274560	8	残都市	잔도시
5274616	8	能力	능력
5274624	8	特技	특기
5274632	8	戦法	전법
5274640	8	状態	상태
5274648	8	目標	목표
5274656	8	人脈	인맥
5274664	8	列伝	열전
5274672	8	ｱｲﾃﾑ	아이템
5274680	16	武将情報	무장 정보
5274736	8	勢力	세력
5274744	8	軍団	군단
5274752	8	所在	소재
5274760	8	身分	신분
5274768	8	功績	공적
5274776	8	俸禄	봉록
5274784	8	忠誠	충성
5274792	8	仕官	사관
5274800	8	実行	실행
5274808	8	階級	계급
5274848	8	官爵	관작
5274856	8	武力	무력
5274864	8	知力	지력
5274872	8	政治	정치
5274880	8	魅力	매력
5274888	8	経験	경험
