group	entry	jp	ko
0	28	{0026:7}です‖⏎{0036}{0026:500}{0026:510}だ‖⏎{0036}です‖⏎{0036}{0026:1339}だ‖⏎{0036}{0026:513}{0026:510}だ‖⏎{0035}です‖⏎{0036}{0036}{0026:530}{0026:510}だ‖⏎{0035}です‖⏎{0036}{0036}{0026:512}{0026:30}だ‖⏎{0036}{0026:130}です‖⏎{0036}{0026:514}です‖⏎{0036}{0036}だ‖⏎{003B}	{0026:7}입니다‖⏎{0036}{0026:500}{0026:510}다‖⏎{0036}입니다‖⏎{0036}{0026:1339}다‖⏎{0036}{0026:513}{0026:510}다‖⏎{0035}입니다‖⏎{0036}{0036}{0026:530}{0026:510}다‖⏎{0035}입니다‖⏎{0036}{0036}{0026:512}{0026:30}다‖⏎{0036}{0026:130}입니다‖⏎{0036}{0026:514}입니다‖⏎{0036}{0036}다‖⏎{003B}
0	29	{0026:7}です‖⏎{0036}{0026:500}{0026:510}{001E}{0036}です‖⏎{0036}{0026:513}{0026:510}{001E}{0035}です‖⏎{0036}{0036}{0026:530}{0026:510}{001E}{0035}です‖⏎{0036}{0036}{0026:512}{0026:30}{001E}{0036}{0026:130}です‖⏎{0036}{0026:514}です‖⏎{0036}{0036}{003B}	{0026:7}입니다‖⏎{0036}{0026:500}{0026:510}{001E}{0036}입니다‖⏎{0036}{0026:513}{0026:510}{001E}{0035}입니다‖⏎{0036}{0036}{0026:530}{0026:510}{001E}{0035}입니다‖⏎{0036}{0036}{0026:512}{0026:30}{001E}{0036}{0026:130}입니다‖⏎{0036}{0026:514}입니다‖⏎{0036}{0036}{003B}
0	30	{0026:7}{0026:30}でございます‖⏎{0036}です‖⏎{0036}{0026:1339}だ‖⏎{0036}{0026:513}{0026:510}だ‖⏎{0035}でございます‖⏎{0036}{0036}{0026:530}{0026:510}だ‖⏎{0035}でございます‖⏎{0036}{0036}{0026:512}{0026:30}だ‖⏎{0036}{0026:130}でございます‖⏎{0036}{0036}です‖⏎{003B}	{0026:7}{0026:30}이옵니다‖⏎{0036}입니다‖⏎{0036}{0026:1339}다‖⏎{0036}{0026:513}{0026:510}다‖⏎{0035}이옵니다‖⏎{0036}{0036}{0026:530}{0026:510}다‖⏎{0035}이옵니다‖⏎{0036}{0036}{0026:512}{0026:30}다‖⏎{0036}{0026:130}이옵니다‖⏎{0036}{0036}입니다‖⏎{003B}
0	31	{0026:6}だ‖⏎{0036}よ‖⏎{003B}	{0026:6}다‖⏎{0036}지‖⏎{003B}
0	32	{0026:7}{0026:513}{0026:510}ね‖⏎{0035}ですね‖⏎{0036}{0036}{0026:530}{0026:510}ね‖⏎{0035}ですね‖⏎{0036}{0036}{0026:512}{0026:514}ですね‖⏎{0035}ね‖⏎{0036}{0036}{0026:130}ですね‖⏎{0036}ね‖⏎{0036}{0026:500}{0026:510}だな‖⏎{0036}ですな‖⏎{0036}{0026:1339}だな‖⏎{0036}{0026:513}{0026:510}だな‖⏎{0035}ですな‖⏎{0036}{0036}{0026:530}{0026:510}だな‖⏎{0035}ですな‖⏎{0036}{0036}{0026:512}{0026:30}だな‖⏎{0036}{0026:130}ですな‖⏎{0036}{0026:514}ですな‖⏎{0036}{0036}だな‖⏎{003B}	{0026:7}{0026:513}{0026:510}군요‖⏎{0035}이군요‖⏎{0036}{0036}{0026:530}{0026:510}군요‖⏎{0035}이군요‖⏎{0036}{0036}{0026:512}{0026:514}이군요‖⏎{0035}군요‖⏎{0036}{0036}{0026:130}이군요‖⏎{0036}군요‖⏎{0036}{0026:500}{0026:510}이군‖⏎{0036}이구려‖⏎{0036}{0026:1339}이군‖⏎{0036}{0026:513}{0026:510}이군‖⏎{0035}이구려‖⏎{0036}{0036}{0026:530}{0026:510}이군‖⏎{0035}이구려‖⏎{0036}{0036}{0026:512}{0026:30}이군‖⏎{0036}{0026:130}이구려‖⏎{0036}{0026:514}이구려‖⏎{0036}{0036}이군‖⏎{003B}
0	33	{0026:7}でしょう‖⏎{0036}{0026:500}{0026:510}だろう‖⏎{0036}でしょう‖⏎{0036}{0026:1339}だろう‖⏎{0036}{0026:513}{0026:510}だろう‖⏎{0035}でしょう‖⏎{0036}{0036}{0026:530}{0026:510}だろう‖⏎{0035}でしょう‖⏎{0036}{0036}{0026:512}{0026:30}だろう‖⏎{0036}{0026:130}でしょう‖⏎{0036}{0026:514}でしょう‖⏎{0036}{0036}だろう‖⏎{003B}	{0026:7}이겠지요‖⏎{0036}{0026:500}{0026:510}이겠지‖⏎{0036}이겠지요‖⏎{0036}{0026:1339}이겠지‖⏎{0036}{0026:513}{0026:510}이겠지‖⏎{0035}이겠지요‖⏎{0036}{0036}{0026:530}{0026:510}이겠지‖⏎{0035}이겠지요‖⏎{0036}{0036}{0026:512}{0026:30}이겠지‖⏎{0036}{0026:130}이겠지요‖⏎{0036}{0026:514}이겠지요‖⏎{0036}{0036}이겠지‖⏎{003B}
0	34	{0026:7}でした‖⏎{0036}{0026:500}{0026:510}だった‖⏎{0036}でした‖⏎{0036}{0026:1339}だった‖⏎{0036}{0026:513}{0026:510}だった‖⏎{0035}でした‖⏎{0036}{0036}{0026:530}{0026:510}だった‖⏎{0035}でした‖⏎{0036}{0036}{0026:512}{0026:30}だった‖⏎{0036}{0026:130}でした‖⏎{0036}{0026:514}でした‖⏎{0036}{0036}だった‖⏎{003B}	{0026:7}이었습니다‖⏎{0036}{0026:500}{0026:510}이었다‖⏎{0036}이었습니다‖⏎{0036}{0026:1339}이었다‖⏎{0036}{0026:513}{0026:510}이었다‖⏎{0035}이었습니다‖⏎{0036}{0036}{0026:530}{0026:510}이었다‖⏎{0035}이었습니다‖⏎{0036}{0036}{0026:512}{0026:30}이었다‖⏎{0036}{0026:130}이었습니다‖⏎{0036}{0026:514}이었습니다‖⏎{0036}{0036}이었다‖⏎{003B}
0	35	{0026:7}ですって‖⏎{0036}{0026:500}{0026:510}だと‖⏎{0036}ですと‖⏎{0036}{0026:1339}だと‖⏎{0036}{0026:513}{0026:510}だと‖⏎{0035}ですと‖⏎{0036}{0036}{0026:530}{0026:510}だと‖⏎{0035}ですと‖⏎{0036}{0036}{0026:512}{0026:30}だと‖⏎{0036}{0026:130}ですと‖⏎{0036}{0026:514}ですと‖⏎{0036}{0036}{0026:6}だと‖⏎{0036}{003B}	{0026:7}이라니요‖⏎{0036}{0026:500}{0026:510}이라니‖⏎{0036}이라니‖⏎{0036}{0026:1339}이라니‖⏎{0036}{0026:513}{0026:510}이라니‖⏎{0035}이라니‖⏎{0036}{0036}{0026:530}{0026:510}이라니‖⏎{0035}이라니‖⏎{0036}{0036}{0026:512}{0026:30}이라니‖⏎{0036}{0026:130}이라니‖⏎{0036}{0026:514}이라니‖⏎{0036}{0036}{0026:6}이라니‖⏎{0036}{003B}
0	36	{0026:7}だわ‖⏎{0036}{0011:6569}	{0026:7}이야‖⏎{0036}{0011:6569}
0	37	{0026:7}でして‖⏎{0036}{0026:500}{0026:510}で‖⏎{0036}でして‖⏎{0036}{0026:1339}で‖⏎{0036}{0026:513}{0026:510}で‖⏎{0035}でして‖⏎{0036}{0036}{0026:530}{0026:510}で‖⏎{0035}でして‖⏎{0036}{0036}{0026:512}{0026:30}で‖⏎{0036}{0026:130}でして‖⏎{0036}{0026:514}でして‖⏎{0036}{0036}で‖⏎{003B}	{0026:7}이고‖⏎{0036}{0026:500}{0026:510}이고‖⏎{0036}이고‖⏎{0036}{0026:1339}이고‖⏎{0036}{0026:513}{0026:510}이고‖⏎{0035}이고‖⏎{0036}{0036}{0026:530}{0026:510}이고‖⏎{0035}이고‖⏎{0036}{0036}{0026:512}{0026:30}이고‖⏎{0036}{0026:130}이고‖⏎{0036}{0026:514}이고‖⏎{0036}{0036}이고‖⏎{003B}
0	38	{0026:7}でしてね‖⏎{0036}{0026:500}{0026:510}でな‖⏎{0036}でしてな‖⏎{0036}{0026:1339}でな‖⏎{0036}{0026:513}{0026:510}でな‖⏎{0035}でしてな‖⏎{0036}{0036}{0026:530}{0026:510}でな‖⏎{0035}でしてな‖⏎{0036}{0036}{0026:512}{0026:30}でな‖⏎{0036}{0026:130}でしてな‖⏎{0036}{0026:514}でしてな‖⏎{0036}{0036}でな‖⏎{003B}	{0026:7}이고요‖⏎{0036}{0026:500}{0026:510}이고‖⏎{0036}이외다‖⏎{0036}{0026:1339}이고‖⏎{0036}{0026:513}{0026:510}이고‖⏎{0035}이외다‖⏎{0036}{0036}{0026:530}{0026:510}이고‖⏎{0035}이외다‖⏎{0036}{0036}{0026:512}{0026:30}이고‖⏎{0036}{0026:130}이외다‖⏎{0036}{0026:514}이외다‖⏎{0036}{0036}이고‖⏎{003B}
0	39	{0026:7}{0026:512}{0026:30}かしら‖⏎{0036}{0036}{0026:513}{0026:510}かしら‖⏎{0035}ですか‖⏎{0036}{0036}{0026:530}{0026:510}かしら‖⏎{0035}ですか‖⏎{0036}{0036}ですか‖⏎{0036}{0026:500}{0026:510}だろうか‖⏎{0036}ですか‖⏎{0036}{0026:1339}か‖⏎{0036}{0026:513}{0026:510}か‖⏎{0035}ですか‖⏎{0036}{0036}{0026:530}{0026:510}か‖⏎{0035}ですか‖⏎{0036}{0036}{0026:512}{0026:30}{0026:17}か‖⏎{0036}かな‖⏎{0036}{0026:130}ですか‖⏎{0036}{0026:514}ですか‖⏎{0036}{0036}{0026:6}だろうか‖⏎{0036}{003B}	{0026:7}{0026:512}{0026:30}일까요‖⏎{0036}{0036}{0026:513}{0026:510}일까요‖⏎{0035}입니까‖⏎{0036}{0036}{0026:530}{0026:510}일까요‖⏎{0035}입니까‖⏎{0036}{0036}입니까‖⏎{0036}{0026:500}{0026:510}일까‖⏎{0036}입니까‖⏎{0036}{0026:1339}는가‖⏎{0036}{0026:513}{0026:510}는가‖⏎{0035}입니까‖⏎{0036}{0036}{0026:530}{0026:510}는가‖⏎{0035}입니까‖⏎{0036}{0036}{0026:512}{0026:30}{0026:17}는가‖⏎{0036}일까‖⏎{0036}{0026:130}입니까‖⏎{0036}{0026:514}입니까‖⏎{0036}{0036}{0026:6}일까‖⏎{0036}{003B}
0	40	{0026:6}けい‖⏎{0036}きなさい‖⏎{003B}	{0026:6}라‖⏎{0036}하세요‖⏎{003B}
0	41	{0026:7}{0026:23}どうですか‖⏎{0036}いかがですか‖⏎{0036}{0026:500}{0026:510}どうだ‖⏎{0036}どうですか‖⏎{0036}{0026:1339}どうだ‖⏎{0036}{0026:513}{0026:510}どうだ‖⏎{0035}どうですか‖⏎{0036}{0036}{0026:530}{0026:510}どうだ‖⏎{0035}どうですか‖⏎{0036}{0036}{0026:512}{0026:30}どうだ‖⏎{0036}{0026:130}いかがですか‖⏎{0036}{0026:514}いかがですか‖⏎{0036}{0036}{0011:9399}{003B}{0026:18}いかがか‖⏎{0036}{0026:11}いかがか‖⏎{0036}どうだ‖⏎{003B}	{0026:7}{0026:23}어떻습니까‖⏎{0036}어떠하신지요‖⏎{0036}{0026:500}{0026:510}어떤가‖⏎{0036}어떻습니까‖⏎{0036}{0026:1339}어떤가‖⏎{0036}{0026:513}{0026:510}어떤가‖⏎{0035}어떻습니까‖⏎{0036}{0036}{0026:530}{0026:510}어떤가‖⏎{0035}어떻습니까‖⏎{0036}{0036}{0026:512}{0026:30}어떤가‖⏎{0036}{0026:130}어떠하신지요‖⏎{0036}{0026:514}어떠하신지요‖⏎{0036}{0036}{0011:9399}{003B}{0026:18}어떠한가‖⏎{0036}{0026:11}어떠한가‖⏎{0036}어떤가‖⏎{003B}
0	42	{0026:7}いなさい‖⏎{0036}え‖⏎{003B}	{0026:7}하세요‖⏎{0036}라‖⏎{003B}
0	43	{0026:7}けれど‖⏎{0036}が‖⏎{003B}	{0026:7}습니다만‖⏎{0036}다만‖⏎{003B}
0	44	{0026:7}ございます‖⏎{0036}ござる‖⏎{003B}	{0026:7}있습니다‖⏎{0036}있소‖⏎{003B}
0	45	{0026:7}ぎます‖⏎{0036}{0026:500}{0026:510}ぐ‖⏎{0036}ぎます‖⏎{0036}{0026:1339}ぐ‖⏎{0036}{0026:513}{0026:510}ぐ‖⏎{0035}ぎます‖⏎{0036}{0036}{0026:530}{0026:510}ぐ‖⏎{0035}ぎます‖⏎{0036}{0036}{0026:512}{0026:30}ぐ‖⏎{0036}{0026:130}ぎます‖⏎{0036}{0026:514}ぎます‖⏎{0036}{0036}ぐ‖⏎{003B}	{0026:7}습니다‖⏎{0036}{0026:500}{0026:510}다‖⏎{0036}습니다‖⏎{0036}{0026:1339}다‖⏎{0036}{0026:513}{0026:510}다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:530}{0026:510}다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:512}{0026:30}다‖⏎{0036}{0026:130}습니다‖⏎{0036}{0026:514}습니다‖⏎{0036}{0036}다‖⏎{003B}
0	46	{0026:7}はい‖⏎{0036}ははっ‖⏎{003B}	{0026:7}예‖⏎{0036}예이‖⏎{003B}
0	47	{0026:7}うふふ‖⏎{0036}ほう‖⏎{003B}	{0026:7}후후‖⏎{0036}호오‖⏎{003B}
0	48	{0026:7}{0027:50}ぎゃっ‖⏎{0036}うっ‖⏎{0036}{0027:50}うぐっ‖⏎{0036}ぐわっ‖⏎{003B}	{0026:7}{0027:50}으악‖⏎{0036}윽‖⏎{0036}{0027:50}우윽‖⏎{0036}그워억‖⏎{003B}
0	49	{0026:7}言って‖⏎{0036}言いおって‖⏎{003B}	{0026:7}말하고‖⏎{0036}지껄이고‖⏎{003B}
0	50	{0026:7}{0026:23}いくわよ‖⏎{0036}いきますよ‖⏎{0036}{0026:1339}いくぞ‖⏎{0036}{0026:513}{0026:510}いくぞ‖⏎{0035}いきますぞ‖⏎{0036}{0036}{0026:530}{0026:510}いくぞ‖⏎{0035}いきますぞ‖⏎{0036}{0036}{0026:23}参るぞ‖⏎{0036}いくぞ‖⏎{003B}	{0026:7}{0026:23}갑니다‖⏎{0036}갑니다‖⏎{0036}{0026:1339}간다‖⏎{0036}{0026:513}{0026:510}간다‖⏎{0035}가겠소‖⏎{0036}{0036}{0026:530}{0026:510}간다‖⏎{0035}가겠소‖⏎{0036}{0036}{0026:23}나아간다‖⏎{0036}간다‖⏎{003B}
0	51	{0026:7}{0026:30}おりません‖⏎{0036}いません‖⏎{0036}{0026:500}{0026:510}いない‖⏎{0036}おりません‖⏎{0036}{0026:1339}いない‖⏎{0036}{0026:513}{0026:510}いない‖⏎{0035}おりません‖⏎{0036}{0036}{0026:530}{0026:510}いない‖⏎{0035}おりません‖⏎{0036}{0036}{0026:512}{0026:30}おらぬ‖⏎{0036}{0026:130}おりません‖⏎{0036}{0026:514}おりません‖⏎{0036}{0036}いない‖⏎{003B}	{0026:7}{0026:30}없습니다‖⏎{0036}없습니다‖⏎{0036}{0026:500}{0026:510}없다‖⏎{0036}없습니다‖⏎{0036}{0026:1339}없다‖⏎{0036}{0026:513}{0026:510}없다‖⏎{0035}없습니다‖⏎{0036}{0036}{0026:530}{0026:510}없다‖⏎{0035}없습니다‖⏎{0036}{0036}{0026:512}{0026:30}없네‖⏎{0036}{0026:130}없습니다‖⏎{0036}{0026:514}없습니다‖⏎{0036}{0036}없다‖⏎{003B}
0	52	{0026:7}おります‖⏎{0036}{0026:500}{0026:510}いる‖⏎{0036}おります‖⏎{0036}{0026:1339}いる‖⏎{0036}{0026:513}{0026:510}いる‖⏎{0035}おります‖⏎{0036}{0036}{0026:530}{0026:510}いる‖⏎{0035}おります‖⏎{0036}{0036}{0026:512}{0026:30}いる‖⏎{0036}{0026:130}おります‖⏎{0036}{0026:514}おります‖⏎{0036}{0036}いる‖⏎{003B}	{0026:7}있습니다‖⏎{0036}{0026:500}{0026:510}있다‖⏎{0036}있습니다‖⏎{0036}{0026:1339}있다‖⏎{0036}{0026:513}{0026:510}있다‖⏎{0035}있습니다‖⏎{0036}{0036}{0026:530}{0026:510}있다‖⏎{0035}있습니다‖⏎{0036}{0036}{0026:512}{0026:30}있다‖⏎{0036}{0026:130}있습니다‖⏎{0036}{0026:514}있습니다‖⏎{0036}{0036}있다‖⏎{003B}
0	53	{0026:7}いました‖⏎{0036}{0026:500}{0026:510}いた‖⏎{0036}おりました‖⏎{0036}{0026:1339}いた‖⏎{0036}{0026:513}{0026:510}いた‖⏎{0035}おりました‖⏎{0036}{0036}{0026:530}{0026:510}いた‖⏎{0035}おりました‖⏎{0036}{0036}{0026:512}{0026:30}いた‖⏎{0036}{0026:130}おりました‖⏎{0036}{0026:514}おりました‖⏎{0036}{0036}{0026:6}いた‖⏎{0036}{003B}	{0026:7}습니다‖⏎{0036}{0026:500}{0026:510}있었다‖⏎{0036}있었습니다‖⏎{0036}{0026:1339}있었다‖⏎{0036}{0026:513}{0026:510}있었다‖⏎{0035}있었습니다‖⏎{0036}{0036}{0026:530}{0026:510}있었다‖⏎{0035}있었습니다‖⏎{0036}{0036}{0026:512}{0026:30}있었다‖⏎{0036}{0026:130}있었습니다‖⏎{0036}{0026:514}있었습니다‖⏎{0036}{0036}{0026:6}있었다‖⏎{0036}{003B}
0	54	{0026:7}きました‖⏎{0036}{0026:500}{0026:510}いた‖⏎{0036}きました‖⏎{0036}{0026:1339}いた‖⏎{0036}{0026:513}{0026:510}いた‖⏎{0035}きました‖⏎{0036}{0036}{0026:530}{0026:510}いた‖⏎{0035}きました‖⏎{0036}{0036}{0026:512}{0026:30}いた‖⏎{0036}{0026:130}きました‖⏎{0036}{0026:514}きました‖⏎{0036}{0036}いた‖⏎{003B}	{0026:7}습니다‖⏎{0036}{0026:500}{0026:510}있었다‖⏎{0036}습니다‖⏎{0036}{0026:1339}있었다‖⏎{0036}{0026:513}{0026:510}있었다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:530}{0026:510}있었다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:512}{0026:30}있었다‖⏎{0036}{0026:130}습니다‖⏎{0036}{0026:514}습니다‖⏎{0036}{0036}있었다‖⏎{003B}
0	55	{0026:7}いたします‖⏎{0036}{0026:500}{0026:510}いたす‖⏎{0036}いたします‖⏎{0036}{0026:1339}いたす‖⏎{0036}{0026:513}{0026:510}いたす‖⏎{0035}いたします‖⏎{0036}{0036}{0026:530}{0026:510}いたす‖⏎{0035}いたします‖⏎{0036}{0036}{0026:512}{0026:30}いたす‖⏎{0036}{0026:130}いたします‖⏎{0036}{0026:514}いたします‖⏎{0036}{0036}いたす‖⏎{003B}	{0026:7}하겠습니다‖⏎{0036}{0026:500}{0026:510}하겠다‖⏎{0036}하겠습니다‖⏎{0036}{0026:1339}하겠다‖⏎{0036}{0026:513}{0026:510}하겠다‖⏎{0035}하겠습니다‖⏎{0036}{0036}{0026:530}{0026:510}하겠다‖⏎{0035}하겠습니다‖⏎{0036}{0036}{0026:512}{0026:30}하겠다‖⏎{0036}{0026:130}하겠습니다‖⏎{0036}{0026:514}하겠습니다‖⏎{0036}{0036}하겠다‖⏎{003B}
0	56	{0026:7}いたしましょう‖⏎{0036}{0026:500}{0026:510}いたそう‖⏎{0036}いたします‖⏎{0036}{0026:1339}いたそう‖⏎{0036}{0026:513}{0026:510}いたそう‖⏎{0035}いたしましょう‖⏎{0036}{0036}{0026:530}{0026:510}いたそう‖⏎{0035}いたしましょう‖⏎{0036}{0036}{0026:512}{0026:30}いたそう‖⏎{0036}{0026:130}いたしましょう‖⏎{0036}{0026:514}いたしましょう‖⏎{0036}{0036}いたそう‖⏎{003B}	{0026:7}하겠습니다‖⏎{0036}{0026:500}{0026:510}하겠다‖⏎{0036}하겠습니다‖⏎{0036}{0026:1339}하겠다‖⏎{0036}{0026:513}{0026:510}하겠다‖⏎{0035}하겠습니다‖⏎{0036}{0036}{0026:530}{0026:510}하겠다‖⏎{0035}하겠습니다‖⏎{0036}{0036}{0026:512}{0026:30}하겠다‖⏎{0036}{0026:130}하겠습니다‖⏎{0036}{0026:514}하겠습니다‖⏎{0036}{0036}하겠다‖⏎{003B}
0	57	{0026:7}いまして‖⏎{0036}{0026:500}{0026:510}いて‖⏎{0036}おりまして‖⏎{0036}{0026:1339}いて‖⏎{0036}{0026:513}{0026:510}いて‖⏎{0035}おりまして‖⏎{0036}{0036}{0026:530}{0026:510}いて‖⏎{0035}おりまして‖⏎{0036}{0036}{0026:512}{0026:30}いて‖⏎{0036}{0026:130}おりまして‖⏎{0036}{0026:514}おりまして‖⏎{0036}{0036}いて‖⏎{003B}	{0026:7}고‖⏎{0036}{0026:500}{0026:510}있고‖⏎{0036}있고‖⏎{0036}{0026:1339}있고‖⏎{0036}{0026:513}{0026:510}있고‖⏎{0035}있고‖⏎{0036}{0036}{0026:530}{0026:510}있고‖⏎{0035}있고‖⏎{0036}{0036}{0026:512}{0026:30}있고‖⏎{0036}{0026:130}있고‖⏎{0036}{0026:514}있고‖⏎{0036}{0036}있고‖⏎{003B}
0	58	{0026:6}いやいや‖⏎{0036}いえいえ‖⏎{003B}	{0026:6}아니아니‖⏎{0036}아니오 아니오‖⏎{003B}
0	59	{0026:7}ですか‖⏎{0036}{0026:500}{0026:510}か‖⏎{0036}ですか‖⏎{0036}{0026:1339}か‖⏎{0036}{0026:513}{0026:510}か‖⏎{0035}ですか‖⏎{0036}{0036}{0026:530}{0026:510}か‖⏎{0035}ですか‖⏎{0036}{0036}{0026:512}{0026:30}か‖⏎{0036}{0026:130}ですか‖⏎{0036}{0026:514}ですか‖⏎{0036}{0036}か‖⏎{003B}	{0026:7}입니까‖⏎{0036}{0026:500}{0026:510}는가‖⏎{0036}입니까‖⏎{0036}{0026:1339}는가‖⏎{0036}{0026:513}{0026:510}는가‖⏎{0035}입니까‖⏎{0036}{0036}{0026:530}{0026:510}는가‖⏎{0035}입니까‖⏎{0036}{0036}{0026:512}{0026:30}는가‖⏎{0036}{0026:130}입니까‖⏎{0036}{0026:514}입니까‖⏎{0036}{0036}는가‖⏎{003B}
0	60	{0026:6}か‖⏎{0036}{003B}	{0026:6}는가‖⏎{0036}{003B}
0	61	{0026:6}か‖⏎{0036}わ‖⏎{003B}	{0026:6}는가‖⏎{0036}어요‖⏎{003B}
0	62	{0026:7}かしら‖⏎{0036}{0026:500}{0026:510}かな‖⏎{0036}でしょうか‖⏎{0036}{0026:1339}か‖⏎{0036}{0026:513}{0026:510}か‖⏎{0035}でしょうか‖⏎{0036}{0036}{0026:530}{0026:510}か‖⏎{0035}でしょうか‖⏎{0036}{0036}{0026:512}{0026:30}{0026:17}か‖⏎{0036}かな‖⏎{0036}{0026:130}でしょうか‖⏎{0036}{0026:514}でしょうか‖⏎{0036}{0036}かな‖⏎{003B}	{0026:7}일까요‖⏎{0036}{0026:500}{0026:510}일까‖⏎{0036}일까요‖⏎{0036}{0026:1339}는가‖⏎{0036}{0026:513}{0026:510}는가‖⏎{0035}일까요‖⏎{0036}{0036}{0026:530}{0026:510}는가‖⏎{0035}일까요‖⏎{0036}{0036}{0026:512}{0026:30}{0026:17}는가‖⏎{0036}일까‖⏎{0036}{0026:130}일까요‖⏎{0036}{0026:514}일까요‖⏎{0036}{0036}일까‖⏎{003B}
0	63	{0026:7}かぬ‖⏎{0036}{0026:500}{0026:510}かぬ‖⏎{0036}きません‖⏎{0036}{0026:1339}かぬ‖⏎{0036}{0026:513}{0026:510}かぬ‖⏎{0035}きません‖⏎{0036}{0036}{0026:530}{0026:510}かぬ‖⏎{0035}きません‖⏎{0036}{0036}{0026:512}{0026:30}かぬ‖⏎{0036}{0026:130}きません‖⏎{0036}{0026:514}きません‖⏎{0036}{0036}かぬ‖⏎{003B}	{0026:7}다‖⏎{0036}{0026:500}{0026:510}다‖⏎{0036}습니다‖⏎{0036}{0026:1339}다‖⏎{0036}{0026:513}{0026:510}다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:530}{0026:510}다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:512}{0026:30}다‖⏎{0036}{0026:130}습니다‖⏎{0036}{0026:514}습니다‖⏎{0036}{0036}다‖⏎{003B}
0	64	{0026:7}{0026:30}{0026:512}{0026:23}お聞き‖⏎{0036}聞きなさい‖⏎{0036}{0036}お聞きください‖⏎{0036}{0026:500}お聞きください‖⏎{0036}{0026:1339}聞けい‖⏎{0036}{0026:513}{0026:510}聞けい‖⏎{0035}お聞きください‖⏎{0036}{0036}{0026:530}{0026:510}聞けい‖⏎{0035}お聞きください‖⏎{0036}{0036}{0026:512}{0026:30}聞けい‖⏎{0036}{0026:130}お聞きください‖⏎{0036}{0026:514}お聞きください‖⏎{0036}{0036}聞けい‖⏎{003B}	{0026:7}{0026:30}{0026:512}{0026:23}들어 보세요‖⏎{0036}들으세요‖⏎{0036}{0036}들어 주십시오‖⏎{0036}{0026:500}들어 주십시오‖⏎{0036}{0026:1339}들어라‖⏎{0036}{0026:513}{0026:510}들어라‖⏎{0035}들어 주십시오‖⏎{0036}{0036}{0026:530}{0026:510}들어라‖⏎{0035}들어 주십시오‖⏎{0036}{0036}{0026:512}{0026:30}들어라‖⏎{0036}{0026:130}들어 주십시오‖⏎{0036}{0026:514}들어 주십시오‖⏎{0036}{0036}들어라‖⏎{003B}
0	65	{0026:7}{0026:23}参れ‖⏎{0036}来なさい‖⏎{0036}{0026:1339}来い‖⏎{0036}{0026:513}{0026:510}来い‖⏎{0035}来られい‖⏎{0036}{0036}{0026:530}{0026:510}来い‖⏎{0035}来られい‖⏎{0036}{0036}{0026:25}{0026:23}参れ‖⏎{0036}{0034:26}{0026:27}来るがよい‖⏎{0036}{0036}来い‖⏎{003B}	{0026:7}{0026:23}오라‖⏎{0036}오세요‖⏎{0036}{0026:1339}와라‖⏎{0036}{0026:513}{0026:510}와라‖⏎{0035}오시오‖⏎{0036}{0036}{0026:530}{0026:510}와라‖⏎{0035}오시오‖⏎{0036}{0036}{0026:25}{0026:23}오라‖⏎{0036}{0034:26}{0026:27}오는 것이 좋겠다‖⏎{0036}{0036}와라‖⏎{003B}
0	66	{0026:7}こられよ‖⏎{0036}{0026:500}{0026:510}こい‖⏎{0036}こられよ‖⏎{0036}{0026:1339}こい‖⏎{0036}{0026:513}{0026:510}こい‖⏎{0035}こられよ‖⏎{0036}{0036}{0026:530}{0026:510}こい‖⏎{0035}こられよ‖⏎{0036}{0036}{0026:512}{0026:30}こい‖⏎{0036}{0026:130}こられよ‖⏎{0036}{0026:514}こられよ‖⏎{0036}{0036}こい‖⏎{003B}	{0026:7}오시오‖⏎{0036}{0026:500}{0026:510}와라‖⏎{0036}오시오‖⏎{0036}{0026:1339}와라‖⏎{0036}{0026:513}{0026:510}와라‖⏎{0035}오시오‖⏎{0036}{0036}{0026:530}{0026:510}와라‖⏎{0035}오시오‖⏎{0036}{0036}{0026:512}{0026:30}와라‖⏎{0036}{0026:130}오시오‖⏎{0036}{0026:514}오시오‖⏎{0036}{0036}와라‖⏎{003B}
0	67	{0026:7}きましょう‖⏎{0036}{0026:500}{0026:510}こう‖⏎{0036}きましょう‖⏎{0036}{0026:1339}こう‖⏎{0036}{0026:513}{0026:510}こう‖⏎{0035}きましょう‖⏎{0036}{0036}{0026:530}{0026:510}こう‖⏎{0035}きましょう‖⏎{0036}{0036}{0026:512}{0026:30}こう‖⏎{0036}{0026:130}きましょう‖⏎{0036}{0026:514}きましょう‖⏎{0036}{0036}こう‖⏎{003B}	{0026:7}습니다‖⏎{0036}{0026:500}{0026:510}다‖⏎{0036}습니다‖⏎{0036}{0026:1339}다‖⏎{0036}{0026:513}{0026:510}다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:530}{0026:510}다‖⏎{0035}습니다‖⏎{0036}{0036}{0026:512}{0026:30}다‖⏎{0036}{0026:130}습니다‖⏎{0036}{0026:514}습니다‖⏎{0036}{0036}다‖⏎{003B}
